,seqnames,start,Composite Element REF,End,Feature name,end,width,strand,feature.ranges.start,feature.ranges.end,feature.ranges.width,feature.strand,distance,insideFeature,distanceToSite,ensembl_gene_id,gene_name,class
1526,1,41751406,cg23114964,41751407,f134194,41751406,1,*,41506365,42035925,529561,-,0,inside,0,ENSG00000127124,HIVEP3,1
1527,11,68313739,cg20310100,68313740,f120106,68313739,1,*,68312591,68449275,136685,+,0,inside,0,ENSG00000162337,LRP5,1
1528,2,241927042,cg07204800,241927043,f46112,241927042,1,*,241881363,242078722,197360,+,0,inside,0,ENSG00000233806,LINC01237,1
1529,19,48837336,cg26267310,48837337,f150859,48837336,1,*,48813018,48836510,23493,-,825,upstream,825,ENSG00000087076,HSD17B14,1
1530,19,48837336,cg26267310,48837337,f150859,48837336,1,*,48837097,48868617,31521,-,0,inside,0,ENSG00000105559,PLEKHA4,1
1531,10,485622,cg14429526,485623,f88089,485622,1,*,274190,689668,415479,-,0,inside,0,ENSG00000151240,DIP2C,1
1532,4,5051777,cg08323075,5051778,f52972,5051777,1,*,5051480,5500994,449515,+,0,inside,0,ENSG00000152953,STK32B,1
1533,6,12012028,cg02592615,12012029,f17118,12012028,1,*,12008762,12164999,156238,+,0,inside,0,ENSG00000095951,HIVEP1,1
1534,20,51801433,cg13246583,51801434,f80322,51801433,1,*,51782331,51802521,20191,-,0,inside,0,ENSG00000101115,SALL4,1
1535,6,62285971,cg00472801,62285972,f3209,62285971,1,*,61679961,62286225,606265,-,0,inside,0,ENSG00000112232,KHDRBS2,1
1536,5,44389180,cg20387341,44389181,f120498,44389180,1,*,44300247,44389706,89460,-,0,inside,0,ENSG00000070193,FGF10,1
1537,5,44389180,cg20387341,44389181,f120498,44389180,1,*,44388732,44413989,25258,+,0,inside,0,ENSG00000248464,FGF10-AS1,1
1538,19,1401768,cg02966153,1401769,f19664,1401768,1,*,1397026,1401570,4545,-,197,upstream,197,ENSG00000130005,GAMT,1
1539,8,98942451,cg24796272,98942452,f143202,98942451,1,*,98371228,98942827,571600,-,0,inside,0,ENSG00000104375,STK3,1
1540,8,98942451,cg24796272,98942452,f143202,98942451,1,*,98943595,98944098,504,+,1143,upstream,1143,ENSG00000271930,,1
1541,17,8629441,cg06528063,8629442,f41692,8629441,1,*,8474207,8630761,156555,-,0,inside,0,ENSG00000133026,MYH10,1
1542,16,85424809,cg06246199,85424810,f40131,85424809,1,*,85169525,85676204,506680,+,0,inside,0,ENSG00000131149,GSE1,1
1543,3,52454021,cg08485937,52454022,f53921,52454021,1,*,52451100,52454041,2942,-,0,inside,0,ENSG00000114854,TNNC1,1
1544,3,52454021,cg08485937,52454022,f53921,52454021,1,*,52455118,52493068,37951,+,1096,upstream,1096,ENSG00000010322,NISCH,1
1545,20,1893881,cg19256731,1893882,f114441,1893881,1,*,1888128,1894374,6247,-,0,inside,0,ENSG00000276649,,1
1546,20,1893881,cg19256731,1893882,f114441,1893881,1,*,1894167,1940592,46426,+,285,upstream,285,ENSG00000198053,SIRPA,1
1547,1,2526582,cg20103201,2526583,f119109,2526582,1,*,2508537,2526597,18061,-,0,inside,0,ENSG00000157881,PANK4,1
1548,16,62036280,cg01718742,62036281,f11418,62036280,1,*,61647242,62037035,389794,-,0,inside,0,ENSG00000150394,CDH8,1
1549,14,49971433,cg19676502,49971434,f116677,49971433,1,*,49927571,50105043,177473,-,0,inside,0,ENSG00000214900,LINC01588,1
1550,19,2085287,cg02326386,2085288,f15391,2085287,1,*,2071036,2096673,25638,-,0,inside,0,ENSG00000172081,MOB3A,1
1551,6,113971367,cg00161229,113971368,f1136,113971367,1,*,113933028,114011308,78281,-,0,inside,0,ENSG00000196591,HDAC2,1
1552,6,113971367,cg00161229,113971368,f1136,113971367,1,*,113969701,114471705,502005,+,0,inside,0,ENSG00000228624,HDAC2-AS2,1
1553,21,42396977,cg04204002,42396978,f27441,42396977,1,*,42371887,42396091,24205,-,885,upstream,885,ENSG00000160183,TMPRSS3,1
1554,4,105710749,cg25561576,105710750,f147189,105710749,1,*,105708778,105847725,138948,+,0,inside,0,ENSG00000138780,GSTCD,1
1555,4,105710749,cg25561576,105710750,f147189,105710749,1,*,105682627,105895986,213360,-,0,inside,0,ENSG00000138785,INTS12,1
1556,11,30017068,cg10387551,30017069,f64835,30017068,1,*,30009730,30017030,7301,-,37,upstream,37,ENSG00000182255,KCNA4,1
1557,12,38905744,cg26510017,38905745,f152242,38905744,1,*,38646822,38907430,260609,-,0,inside,0,ENSG00000139117,CPNE8,1
1558,12,38905744,cg26510017,38905745,f152242,38905744,1,*,38906451,38909592,3142,+,706,upstream,706,ENSG00000257718,CPNE8-AS1,1
1559,6,135851617,cg08109136,135851618,f51552,135851617,1,*,135851701,136195574,343874,+,83,upstream,83,ENSG00000171408,PDE7B,1
1560,3,50235846,cg07405126,50235847,f47329,50235846,1,*,50226292,50259362,33071,+,0,inside,0,ENSG00000114353,GNAI2,1
1561,6,41547312,cg03442064,41547313,f22721,41547312,1,*,41494853,41548621,53769,-,0,inside,0,ENSG00000234753,FOXP4-AS1,1
1562,6,41547312,cg03442064,41547313,f22721,41547312,1,*,41546381,41602384,56004,+,0,inside,0,ENSG00000137166,FOXP4,1
1563,17,75405944,cg09509576,75405945,f59807,75405944,1,*,75318076,75405709,87634,-,234,upstream,234,ENSG00000177885,GRB2,1
1564,17,75405944,cg09509576,75405945,f59807,75405944,1,*,75406069,75406162,94,+,124,upstream,124,ENSG00000264511,MIR3678,1
1565,4,140019877,cg16218705,140019878,f97967,140019877,1,*,139716753,140154184,437432,-,0,inside,0,ENSG00000196782,MAML3,1
1566,2,101150594,cg06475673,101150595,f41377,101150594,1,*,101151660,101155412,3753,+,1065,upstream,1065,ENSG00000272902,TBC1D8-AS1,1
1567,2,101150594,cg06475673,101150595,f41377,101150594,1,*,101007228,101252866,245639,-,0,inside,0,ENSG00000204634,TBC1D8,1
1568,17,12786720,cg14482116,12786721,f88430,12786720,1,*,12760140,12790242,30103,-,0,inside,0,ENSG00000265489,ARHGAP44-AS1,1
1569,2,86337004,cg12367520,86337005,f75749,86337004,1,*,86213993,86338083,124091,-,0,inside,0,ENSG00000068615,REEP1,1
1570,10,6172116,cg26262157,6172117,f150833,6172116,1,*,6144934,6254644,109711,+,0,inside,0,ENSG00000170525,PFKFB3,1
1571,6,153092966,cg24028809,153092967,f139045,153092966,1,*,153004459,153131282,126824,-,0,inside,0,ENSG00000091844,RGS17,1
1572,22,30472180,cg20501434,30472181,f121069,30472180,1,*,30447959,30472017,24059,-,162,upstream,162,ENSG00000100012,SEC14L3,1
1573,11,99021303,cg07677930,99021304,f48973,99021303,1,*,99020949,100358885,1337937,+,0,inside,0,ENSG00000149972,CNTN5,1
1574,17,31322943,cg20368567,31322944,f120403,31322943,1,*,31094927,31382116,287190,+,0,inside,0,ENSG00000196712,NF1,1
1575,17,31322943,cg20368567,31322944,f120403,31322943,1,*,31316410,31321749,5340,-,1193,upstream,1193,ENSG00000126860,EVI2A,1
1576,6,44063255,cg19816080,44063256,f117516,44063255,1,*,43995723,44074652,78930,-,0,inside,0,ENSG00000237686,SCIRT,1
1577,6,44063255,cg19816080,44063256,f117516,44063255,1,*,44058792,44089288,30497,+,0,inside,0,ENSG00000231881,,1
1578,8,27919371,cg24554944,27919372,f141894,27919371,1,*,27869883,27992673,122791,-,0,inside,0,ENSG00000168079,SCARA5,1
1579,10,100065272,cg04359915,100065273,f28509,100065272,1,*,100042193,100081869,39677,-,0,inside,0,ENSG00000120054,CPN1,1
1580,2,131364242,cg21599215,131364243,f126565,131364242,1,*,131363364,131364881,1518,+,0,inside,0,ENSG00000283303,,1
1581,2,131364242,cg21599215,131364243,f126565,131364242,1,*,131360492,131364168,3677,-,73,upstream,73,ENSG00000233087,RAB6D,1
1582,8,23682295,cg01688141,23682296,f11232,23682295,1,*,23678697,23682938,4242,-,0,inside,0,ENSG00000167034,NKX3-1,1
1583,3,14285181,cg03370261,14285182,f22265,14285181,1,*,14272373,14303845,31473,-,0,inside,0,ENSG00000255021,,1
1584,17,80725022,cg24667756,80725023,f142456,80725022,1,*,80544819,80966371,421553,+,0,inside,0,ENSG00000141564,RPTOR,1
1585,10,113162882,cg24463290,113162883,f141390,113162882,1,*,112950247,113167678,217432,+,0,inside,0,ENSG00000148737,TCF7L2,1
1586,5,65262796,cg21878650,65262797,f127868,65262796,1,*,65148738,65481920,333183,-,0,inside,0,ENSG00000049192,ADAMTS6,1
1587,17,61398125,cg25903783,61398126,f148842,61398125,1,*,61393456,61411555,18100,-,0,inside,0,ENSG00000267280,TBX2-AS1,1
1588,17,61398125,cg25903783,61398126,f148842,61398125,1,*,61361668,61400243,38576,-,0,inside,0,ENSG00000267131,,1
1589,13,112983501,cg05572417,112983502,f36073,112983501,1,*,112894378,113099742,205365,+,0,inside,0,ENSG00000126217,MCF2L,1
1590,12,3107092,cg12514734,3107093,f76604,3107092,1,*,3077355,3286564,209210,+,0,inside,0,ENSG00000011105,TSPAN9,1
1591,1,220267755,cg06755297,220267756,f43138,220267755,1,*,220266706,220267917,1212,-,0,inside,0,ENSG00000213033,AURKAP1,1
1592,1,220267755,cg06755297,220267756,f43138,220267755,1,*,220148293,220272453,124161,-,0,inside,0,ENSG00000118873,RAB3GAP2,1
1593,12,111034159,cg09229912,111034160,f58159,111034159,1,*,111034165,111350554,316390,+,5,upstream,5,ENSG00000111249,CUX2,1
1594,2,72144126,cg22856324,72144127,f132768,72144126,1,*,72129238,72147862,18625,-,0,inside,0,ENSG00000003137,CYP26B1,1
1595,2,21123866,cg20399842,21123867,f120560,21123866,1,*,21123968,21144368,20401,+,101,upstream,101,ENSG00000218819,TDRD15,1
1596,14,77181612,cg13258190,77181613,f80386,77181612,1,*,77116568,77259495,142928,+,0,inside,0,ENSG00000165548,TMEM63C,1
1597,14,77181612,cg13258190,77181613,f80386,77181612,1,*,77098311,77225462,127152,+,0,inside,0,ENSG00000259164,,1
1598,16,20900923,cg09343327,20900924,f58850,20900923,1,*,20780193,20900349,120157,-,573,upstream,573,ENSG00000196678,ERI2,1
1599,16,20900923,cg09343327,20900924,f58850,20900923,1,*,20854925,20900358,45434,-,564,upstream,564,ENSG00000188215,DCUN1D3,1
1600,16,20900923,cg09343327,20900924,f58850,20900923,1,*,20899868,20925006,25139,+,0,inside,0,ENSG00000102897,LYRM1,1
1601,18,77249781,cg15146859,77249782,f92321,77249781,1,*,77249848,77277900,28053,+,66,upstream,66,ENSG00000166573,GALR1,1
1602,18,32767592,cg03477049,32767593,f22950,32767592,1,*,32672673,32773023,100351,-,0,inside,0,ENSG00000197705,KLHL14,1
1603,7,73433532,cg12300292,73433533,f75452,73433532,1,*,73433778,73436120,2343,+,245,upstream,245,ENSG00000188763,FZD9,1
1604,12,56116784,cg25820475,56116785,f148491,56116784,1,*,56116590,56117967,1378,+,0,inside,0,ENSG00000229117,RPL41,1
1605,12,56116784,cg25820475,56116785,f148491,56116784,1,*,56118250,56144674,26425,+,1465,upstream,1465,ENSG00000139641,ESYT1,1
1606,12,56116784,cg25820475,56116785,f148491,56116784,1,*,56118260,56127514,9255,+,1475,upstream,1475,ENSG00000135482,ZC3H10,1
1607,11,18934736,cg23001457,18934737,f133540,18934736,1,*,18933813,18939507,5695,-,0,inside,0,ENSG00000170255,MRGPRX1,1
1608,11,18934736,cg23001457,18934737,f133540,18934736,1,*,18934985,18939721,4737,+,248,upstream,248,ENSG00000255244,,1
1609,16,30184702,cg08678256,30184703,f55063,30184702,1,*,30183505,30184957,1453,-,0,inside,0,ENSG00000261416,CORO1A-AS1,1
1610,16,30184702,cg08678256,30184703,f55063,30184702,1,*,30182827,30189076,6250,+,0,inside,0,ENSG00000102879,CORO1A,1
1611,16,62036315,cg10241484,62036316,f64039,62036315,1,*,61647242,62037035,389794,-,0,inside,0,ENSG00000150394,CDH8,1
1612,6,105180125,cg04810065,105180126,f31353,105180125,1,*,105157900,105180014,22115,-,110,upstream,110,ENSG00000132429,POPDC3,1
1613,22,20701994,cg13974317,20701995,f85069,20701994,1,*,20701114,20704606,3493,+,0,inside,0,ENSG00000226287,TMEM191A,1
1614,1,26471085,cg05304531,26471086,f34424,26471085,1,*,26432282,26471306,39025,+,0,inside,0,ENSG00000117682,DHDDS,1
1615,1,26471085,cg05304531,26471086,f34424,26471085,1,*,26472440,26476642,4203,+,1354,upstream,1354,ENSG00000198830,HMGN2,1
1616,11,112241849,cg01643712,112241850,f10982,112241849,1,*,112226367,112269955,43589,+,0,inside,0,ENSG00000150787,PTS,1
1617,19,39169721,cg25597084,39169722,f147355,39169721,1,*,39125770,39182816,57047,+,0,inside,0,ENSG00000130669,PAK4,1
1618,8,12755632,cg12949807,12755633,f78871,12755632,1,*,12721906,12756073,34168,-,0,inside,0,ENSG00000154359,LONRF1,1
1619,19,1254067,cg07843568,1254068,f49965,1254067,1,*,1248553,1259143,10591,+,0,inside,0,ENSG00000167470,MIDN,1
1620,19,44025134,cg00850683,44025135,f5733,44025134,1,*,44023118,44025262,2145,-,0,inside,0,ENSG00000267144,ZNF222-DT,1
1621,19,44025134,cg00850683,44025135,f5733,44025134,1,*,44025342,44033110,7769,+,207,upstream,207,ENSG00000159885,ZNF222,1
1622,19,44025134,cg00850683,44025135,f5733,44025134,1,*,44025354,44087318,61965,+,219,upstream,219,ENSG00000267022,,1
1623,4,95548414,cg16475705,95548415,f99527,95548414,1,*,95162504,95549206,386703,-,0,inside,0,ENSG00000182168,UNC5C,1
1624,4,95548414,cg16475705,95548415,f99527,95548414,1,*,95549129,95552457,3329,+,714,upstream,714,ENSG00000271474,UNC5C-AS1,1
1625,12,6377543,cg22245858,6377544,f129668,6377543,1,*,6346843,6377730,30888,-,0,inside,0,ENSG00000111319,SCNN1A,1
1626,12,6377543,cg22245858,6377544,f129668,6377543,1,*,6375045,6391571,16527,+,0,inside,0,ENSG00000111321,LTBR,1
1627,10,49679520,cg18521914,49679521,f110696,49679520,1,*,49679651,49710261,30611,+,130,upstream,130,ENSG00000178645,C10orf53,1
1628,17,48582577,cg22005990,48582578,f128488,48582577,1,*,48549630,48606414,56785,+,0,inside,0,ENSG00000233101,HOXB-AS3,1
1629,17,48582577,cg22005990,48582578,f128488,48582577,1,*,48579630,48582259,2630,-,317,upstream,317,ENSG00000257178,,1
1630,17,48582577,cg22005990,48582578,f128488,48582577,1,*,48548870,48604912,56043,-,0,inside,0,ENSG00000120093,HOXB3,1
1631,17,37493542,cg20695611,37493543,f122080,37493542,1,*,37489891,37513501,23611,+,0,inside,0,ENSG00000276023,DUSP14,1
1632,12,124424071,cg24990317,124424072,f144228,124424071,1,*,124324415,124567589,243175,-,0,inside,0,ENSG00000196498,NCOR2,1
1633,20,63627215,cg08424639,63627216,f53524,63627215,1,*,63587602,63627101,39500,-,113,upstream,113,ENSG00000101216,GMEB2,1
1634,20,63627215,cg08424639,63627216,f53524,63627215,1,*,63627227,63628824,1598,+,11,upstream,11,ENSG00000232442,MHENCR,1
1635,5,1100094,cg05978154,1100095,f38558,1100094,1,*,1050384,1112063,61680,-,0,inside,0,ENSG00000113504,SLC12A7,1
1636,17,76740320,cg20876170,76740321,f122968,76740320,1,*,76735865,76781449,45585,+,0,inside,0,ENSG00000092931,MFSD11,1
1637,1,200872998,cg01711322,200872999,f11373,200872998,1,*,200872981,200874178,1198,+,0,inside,0,ENSG00000170128,GPR25,1
1638,11,102110436,cg12697442,102110437,f77624,102110436,1,*,102109827,102110457,631,-,0,inside,0,ENSG00000277459,,1
1639,11,102110436,cg12697442,102110437,f77624,102110436,1,*,102110447,102233424,122978,+,10,upstream,10,ENSG00000137693,YAP1,1
1640,3,49133063,cg01919208,49133064,f12729,49133063,1,*,49121114,49133118,12005,-,0,inside,0,ENSG00000172037,LAMB2,1
1641,8,19319659,cg10362613,19319660,f64668,19319659,1,*,19313693,19396218,82526,+,0,inside,0,ENSG00000104611,SH2D4A,1
1642,8,902569,cg16579144,902570,f100201,902569,1,*,737628,1708476,970849,+,0,inside,0,ENSG00000198010,DLGAP2,1
1643,12,109714328,cg09011608,109714329,f56954,109714328,1,*,109713825,109770495,56671,+,0,inside,0,ENSG00000139438,FAM222A,1
1644,2,134360003,cg02691393,134360004,f17763,134360003,1,*,134119983,134454621,334639,+,0,inside,0,ENSG00000152127,MGAT5,1
1645,3,50275590,cg10692467,50275591,f66541,50275590,1,*,50267558,50277546,9989,+,0,inside,0,ENSG00000012171,SEMA3B,1
1646,1,228650240,cg01525538,228650241,f10221,228650240,1,*,228650241,228651379,1139,+,0,upstream,0,ENSG00000183929,DUSP5P1,1
1647,1,159910537,cg07830160,159910538,f49864,159910537,1,*,159910094,159910554,461,-,0,inside,0,ENSG00000279430,,1
1648,7,71132472,cg03893271,71132473,f25543,71132472,1,*,71132144,71713600,581457,+,0,inside,0,ENSG00000185274,GALNT17,1
1649,20,62427539,cg02537838,62427540,f16764,62427539,1,*,62410237,62427539,17303,-,0,inside,0,ENSG00000130701,RBBP8NL,1
1650,20,62427539,cg02537838,62427540,f16764,62427539,1,*,62427827,62447677,19851,+,287,upstream,287,ENSG00000233017,,1
1651,2,241065538,cg18624016,241065539,f111243,241065538,1,*,241015599,241064116,48518,-,1421,upstream,1421,ENSG00000225521,SNED1-AS1,1
1652,2,241065538,cg18624016,241065539,f111243,241065538,1,*,240998618,241095568,96951,+,0,inside,0,ENSG00000162804,SNED1,1
1653,19,37779976,cg12098015,37779977,f74373,37779976,1,*,37779686,37792865,13180,+,0,inside,0,ENSG00000267422,,1
1654,19,37779976,cg12098015,37779977,f74373,37779976,1,*,37735833,37817300,81468,-,0,inside,0,ENSG00000189144,ZNF573,1
1655,7,139753782,cg26515926,139753783,f152266,139753782,1,*,139561570,139777998,216429,-,0,inside,0,ENSG00000064393,HIPK2,1
1656,16,693584,cg01552128,693585,f10373,693584,1,*,692498,705808,13311,-,0,inside,0,ENSG00000127585,FBXL16,1
1657,11,6570836,cg11185456,6570837,f69237,6570836,1,*,6497260,6593758,96499,+,0,inside,0,ENSG00000179532,DNHD1,1
1658,21,29940010,cg21816539,29940011,f127553,29940010,1,*,29536933,29940033,403101,-,0,inside,0,ENSG00000171189,GRIK1,1
1659,1,16043770,cg16354688,16043771,f98788,16043770,1,*,16040252,16057311,17060,+,0,inside,0,ENSG00000184908,CLCNKB,1
1660,18,46946780,cg20469799,46946781,f120918,46946780,1,*,46917492,47102243,184752,+,0,inside,0,ENSG00000167216,KATNAL2,1
1661,9,133142368,cg01413354,133142369,f9432,133142368,1,*,133097720,133149334,51615,-,0,inside,0,ENSG00000160271,RALGDS,1
1662,9,133142368,cg01413354,133142369,f9432,133142368,1,*,133098121,133163914,65794,-,0,inside,0,ENSG00000285245,,1
1663,15,58987504,cg00019463,58987505,f137,58987504,1,*,58865175,59097419,232245,+,0,inside,0,ENSG00000157450,RNF111,1
1664,1,116586910,cg18786643,116586911,f112091,116586910,1,*,116574399,116667755,93357,-,0,inside,0,ENSG00000143061,IGSF3,1
1665,2,218607495,cg02985541,218607496,f19806,218607495,1,*,218607855,218637184,29330,+,359,upstream,359,ENSG00000115556,PLCD4,1
1666,1,20365729,cg04722511,20365730,f30772,20365729,1,*,20360579,20431234,70656,-,0,inside,0,ENSG00000236963,LINC01141,1
1667,17,7440620,cg04635736,7440621,f30271,7440620,1,*,7420103,7444081,23979,+,0,inside,0,ENSG00000262880,,1
1668,17,7440620,cg04635736,7440621,f30271,7440620,1,*,7438273,7444937,6665,+,0,inside,0,ENSG00000161958,FGF11,1
1669,17,7440620,cg04635736,7440621,f30271,7440620,1,*,7439159,7443327,4169,-,0,inside,0,ENSG00000263301,,1
1670,17,7440620,cg04635736,7440621,f30271,7440620,1,*,7439506,7445966,6461,+,0,inside,0,ENSG00000272884,,1
1671,8,30912658,cg16408218,30912659,f99121,30912658,1,*,30831544,30913008,81465,-,0,inside,0,ENSG00000133863,TEX15,1
1672,4,83011015,cg10724425,83011016,f66724,83011015,1,*,82909973,83012926,102954,-,0,inside,0,ENSG00000189308,LIN54,1
1673,3,124094546,cg25184248,124094547,f145222,124094546,1,*,124033369,124726325,692957,+,0,inside,0,ENSG00000160145,KALRN,1
1674,14,54441571,cg27144162,54441572,f155804,54441571,1,*,54423561,54441391,17831,-,179,upstream,179,ENSG00000100528,CNIH1,1
1675,17,21214948,cg25279059,21214949,f145685,21214948,1,*,21214322,21230035,15714,+,0,inside,0,ENSG00000235530,,1
1676,17,21214948,cg25279059,21214949,f145685,21214948,1,*,21197954,21214176,16223,-,771,upstream,771,ENSG00000178307,TMEM11,1
1677,20,19935072,cg26232247,19935073,f150649,19935072,1,*,19757606,20002457,244852,+,0,inside,0,ENSG00000132669,RIN2,1
1678,9,116238585,cg14094498,116238586,f85883,116238585,1,*,116153791,116402321,248531,+,0,inside,0,ENSG00000182752,PAPPA,1
1679,3,142964227,cg08784462,142964228,f55646,142964227,1,*,142960650,143001559,40910,+,0,inside,0,ENSG00000241570,PAQR9-AS1,1
1680,3,142964227,cg08784462,142964228,f55646,142964227,1,*,142964497,143060725,96229,+,269,upstream,269,ENSG00000163714,U2SURP,1
1681,3,142964227,cg08784462,142964228,f55646,142964227,1,*,142949164,142963674,14511,-,552,upstream,552,ENSG00000188582,PAQR9,1
1682,14,104802837,cg14918743,104802838,f91048,104802837,1,*,104800596,104804712,4117,+,0,inside,0,ENSG00000179627,ZBTB42,1
1683,19,40750826,cg26015947,40750827,f149457,40750826,1,*,40740856,40751553,10698,-,0,inside,0,ENSG00000188493,C19orf54,1
1684,19,40750826,cg26015947,40750827,f149457,40750826,1,*,40750637,40765389,14753,+,0,inside,0,ENSG00000077312,SNRPA,1
1685,11,70820643,cg05577548,70820644,f36107,70820643,1,*,70467854,71252577,784724,-,0,inside,0,ENSG00000162105,SHANK2,1
1686,4,157220784,cg25148589,157220785,f145071,157220784,1,*,157204182,157366075,161894,+,0,inside,0,ENSG00000120251,GRIA2,1
1687,8,127795771,cg25247520,127795772,f145553,127795771,1,*,127794526,128187101,392576,+,0,inside,0,ENSG00000249859,PVT1,1
1688,8,127795771,cg25247520,127795772,f145553,127795771,1,*,127795962,127796028,67,+,190,upstream,190,ENSG00000283710,MIR1204,1
1689,5,140402342,cg09491787,140402343,f59694,140402342,1,*,140370891,140401460,30570,-,881,upstream,881,ENSG00000249637,,1
1690,5,140402342,cg09491787,140402343,f59694,140402342,1,*,140401814,140539856,138043,+,0,inside,0,ENSG00000131503,ANKHD1,1
1691,5,140402342,cg09491787,140402343,f59694,140402342,1,*,140401908,140549569,147662,+,0,inside,0,ENSG00000254996,ANKHD1-EIF4EBP3,1
1692,19,29708683,cg01518459,29708684,f10171,29708683,1,*,29698937,29715789,16853,-,0,inside,0,ENSG00000131943,C19orf12,1
1693,8,41896654,cg05166490,41896655,f33594,41896654,1,*,41653220,41896762,243543,-,0,inside,0,ENSG00000029534,ANK1,1
1694,4,105708505,cg18059449,105708506,f108101,105708505,1,*,105708778,105847725,138948,+,272,upstream,272,ENSG00000138780,GSTCD,1
1695,4,105708505,cg18059449,105708506,f108101,105708505,1,*,105682627,105895986,213360,-,0,inside,0,ENSG00000138785,INTS12,1
