,seqnames,start,Composite Element REF,End,c
146619,3,194135146,cg25444231,194135147,2
84416,3,170418475,cg13879776,170418476,2
66957,15,80743329,cg10773972,80743330,2
104291,2,39642267,cg17325866,39642268,2
99307,5,6634004,cg16431963,6634005,2
61746,17,50199855,cg09852920,50199856,2
88279,9,137788760,cg14459021,137788761,2
128552,1,27600172,cg22019158,27600173,2
103530,19,41860591,cg17181958,41860592,2
116347,10,70109379,cg19616532,70109380,2
115638,14,22598426,cg19482581,22598427,2
47409,5,37834570,cg07423205,37834571,2
49602,2,216699509,cg07783477,216699510,2
74613,5,149141254,cg12140854,149141255,2
88160,17,17837154,cg14442061,17837155,2
82957,17,81901950,cg13655341,81901951,2
81465,10,100684918,cg13440139,100684919,2
156438,3,184230467,cg27270388,184230468,2
24528,11,67415017,cg03722472,67415018,2
147412,5,1729812,cg25606641,1729813,2
14060,16,27776852,cg02113604,27776853,2
37096,6,135668257,cg05739816,135668258,2
84619,7,158199952,cg13909612,158199953,2
63580,2,100819965,cg10165847,100819966,2
80895,2,118013762,cg13355233,118013763,2
117180,4,41364972,cg19761245,41364973,2
30041,16,1979854,cg04599341,1979855,2
229,17,7854615,cg00031013,7854616,2
138664,8,23103086,cg23965061,23103087,2
37777,2,100820017,cg05861971,100820018,2
24372,10,4822444,cg03699459,4822445,2
43780,2,25161785,cg06846259,25161786,2
104999,14,73719290,cg17454920,73719291,2
45446,17,36940455,cg07103093,36940456,2
10438,17,80058729,cg01560185,80058730,2
140580,17,74893693,cg24322398,74893694,2
72653,4,53591942,cg11807829,53591943,2
67105,1,16073372,cg10798048,16073373,2
112941,6,27810080,cg18943383,27810081,2
53628,2,112163140,cg08443680,112163141,2
157496,8,89543933,cg27457457,89543934,2
30482,10,95183806,cg04672650,95183807,2
86069,9,121741346,cg14122599,121741347,2
131608,22,43090518,cg22637865,43090519,2
71832,6,42984674,cg11668638,42984675,2
33611,5,154937215,cg05169312,154937216,2
122764,1,94541933,cg20823940,94541934,2
96575,1,204214209,cg15962547,204214210,2
92799,12,54052495,cg15244786,54052496,2
93291,2,47784062,cg15355298,47784063,2
142313,7,73560242,cg24638828,73560243,2
127635,3,11569121,cg21834604,11569122,2
104219,17,31094512,cg17311927,31094513,2
153126,15,79922700,cg26673396,79922701,2
112897,19,45002040,cg18931685,45002041,2
129,1,26161246,cg00017970,26161247,2
6892,17,7042301,cg01019875,7042302,2
88213,9,131476663,cg14450427,131476664,2
26,6,145836231,cg00003181,145836232,2
148480,11,64138578,cg25819103,64138579,2
2879,11,850952,cg00423364,850953,2
70139,12,103496006,cg11342468,103496007,2
78947,3,147408137,cg12965599,147408138,2
151426,1,6724689,cg26360953,6724690,2
97392,14,80955645,cg16108059,80955646,2
10595,12,54053508,cg01579535,54053509,2
55674,2,130198113,cg08790550,130198114,2
14693,17,3720178,cg02225720,3720179,2
17667,8,98726561,cg02675173,98726562,2
3859,1,9247319,cg00562879,9247320,2
156884,7,6615249,cg27339550,6615250,2
22660,1,6490798,cg03432716,6490799,2
120315,2,56188443,cg20348765,56188444,2
66970,1,50423770,cg10776919,50423771,2
41827,3,188212916,cg06547766,188212917,2
63204,16,57619257,cg10103630,57619258,2
55790,6,2515084,cg08812108,2515085,2
144048,18,36758533,cg24952158,36758534,2
19194,1,162021822,cg02900990,162021823,2
157617,19,16659981,cg27480539,16659982,2
9722,17,76307926,cg01449704,76307927,2
69584,17,76027384,cg11241278,76027385,2
9813,4,42399225,cg01462545,42399226,2
83912,6,136792187,cg13800542,136792188,2
43965,10,21510118,cg06874403,21510119,2
89297,11,119728466,cg14602982,119728467,2
21991,5,142770836,cg03328750,142770837,2
40757,10,117734983,cg06369992,117734984,2
107698,10,104122072,cg17982459,104122073,2
128527,1,241818241,cg22013370,241818242,2
1248,12,112978485,cg00175901,112978486,2
100503,21,32377463,cg16627247,32377464,2
96561,10,26217784,cg15959715,26217785,2
33277,3,50322547,cg05118960,50322548,2
153928,10,125707859,cg26813718,125707860,2
74677,19,45717706,cg12151447,45717707,2
10888,16,86681804,cg01627212,86681805,2
92450,18,55401690,cg15171911,55401691,2
18191,16,89136409,cg02747280,89136410,2
2720,22,20131123,cg00399938,20131124,2
111416,13,99979996,cg18656829,99979997,2
70533,12,20370209,cg11416338,20370210,2
109801,10,91630554,cg18354248,91630555,2
142783,17,1404550,cg24719133,1404551,2
83056,9,130846558,cg13670057,130846559,2
11492,7,158097479,cg01731811,158097480,2
10906,9,136133865,cg01629620,136133866,2
29586,12,108609928,cg04530628,108609929,2
800,3,127030030,cg00111613,127030031,2
34998,1,179025964,cg05383153,179025965,2
47804,4,121072968,cg07492240,121072969,2
96406,5,31531838,cg15929201,31531839,2
23127,14,75269387,cg03507218,75269388,2
11939,1,46533043,cg01801182,46533044,2
87566,9,128251044,cg14344122,128251045,2
453,17,44384892,cg00062245,44384893,2
79160,22,32356782,cg13005002,32356783,2
66302,12,15322556,cg10646402,15322557,2
69138,7,42911958,cg11166741,42911959,2
24245,10,86958560,cg03677069,86958561,2
141761,2,171160922,cg24532898,171160923,2
109499,5,56480574,cg18302225,56480575,2
89366,2,107986475,cg14613271,107986476,2
30021,5,33997220,cg04596544,33997221,2
61954,5,73299607,cg09884076,73299608,2
35090,4,121765114,cg05396987,121765115,2
107748,8,79766690,cg17995652,79766691,2
14147,11,8942997,cg02127238,8942998,2
1328,4,794352,cg00187229,794353,2
24146,7,98252229,cg03661160,98252230,2
127303,8,9898991,cg21762788,9898992,2
31915,15,57326507,cg04891611,57326508,2
58972,14,64191955,cg09366982,64191956,2
92055,2,81195900,cg15102473,81195901,2
30223,20,63537456,cg04626878,63537457,2
103248,22,26565461,cg17133446,26565462,2
20012,17,50766763,cg03016571,50766764,2
111306,12,124565984,cg18637339,124565985,2
105,17,7854651,cg00014203,7854652,2
27899,14,59254455,cg04272613,59254456,2
106026,12,65533299,cg17656763,65533300,2
122275,10,102391262,cg20724107,102391263,2
91937,1,18279880,cg15081740,18279881,2
740,10,11204649,cg00101457,11204650,2
54222,5,141223317,cg08536529,141223318,2
31993,1,201284843,cg04904030,201284844,2
35909,5,163438230,cg05540047,163438231,2
1324,10,133019965,cg00186580,133019966,2
105170,2,42339416,cg17485141,42339417,2
150560,1,32221989,cg26219182,32221990,2
84766,4,41935606,cg13927560,41935607,2
45752,6,150600433,cg07146578,150600434,2
7234,12,121537439,cg01068259,121537440,2
27753,1,231629439,cg04250837,231629440,2
122257,2,3651744,cg20720597,3651745,2
12340,11,118613842,cg01859549,118613843,2
10962,19,35533974,cg01639562,35533975,2
21014,2,236040805,cg03172837,236040806,2
115165,19,40467464,cg19396878,40467465,2
78294,3,54629543,cg12835313,54629544,2
109892,6,158939177,cg18373855,158939178,2
8767,19,52008257,cg01306005,52008258,2
147786,12,56636329,cg25683012,56636330,2
152729,10,101061808,cg26605164,101061809,2
31130,7,27122675,cg04778178,27122676,2
157079,10,100739066,cg27380429,100739067,2
16051,19,18168705,cg02429595,18168706,2
118049,2,3575525,cg19906333,3575526,2
153771,1,204317339,cg26787863,204317340,2
64,1,206909555,cg00008647,206909556,2
147065,17,58336529,cg25537245,58336530,2
5240,9,14693650,cg00775695,14693651,2
149428,12,121687370,cg26011210,121687371,2
3334,2,163736344,cg00490655,163736345,2
156793,8,144312662,cg27324446,144312663,2
123605,16,31215233,cg21006836,31215234,2
63382,14,50397065,cg10133125,50397066,2
795,16,4261798,cg00110609,4261799,2
4735,3,65356969,cg00697916,65356970,2
153004,10,125227092,cg26651290,125227093,2
97426,17,81937197,cg16116066,81937198,2
37261,12,459660,cg05769161,459661,2
20379,3,101724564,cg03072102,101724565,2
26221,17,63857163,cg04006303,63857164,2
88394,1,150234788,cg14475772,150234789,2
118089,10,6580593,cg19910780,6580594,2
77502,10,99846269,cg12673726,99846270,2
50316,1,110675457,cg07903677,110675458,2
9109,3,194134979,cg01366246,194134980,2
50307,2,128493116,cg07901206,128493117,2
71719,10,727161,cg11652982,727162,2
40231,3,9750456,cg06268702,9750457,2
146392,19,53035434,cg25402848,53035435,2
72578,5,132655799,cg11797159,132655800,2
154339,5,181114897,cg26879813,181114898,2
28037,1,193059431,cg04291082,193059432,2
38210,15,66293686,cg05929132,66293687,2
39911,10,88586840,cg06210915,88586841,2
2067,1,70221732,cg00306426,70221733,2
54508,16,75646637,cg08585897,75646638,2
80051,20,49936316,cg13193757,49936317,2
85543,17,76709603,cg14042121,76709604,2
105340,12,95358741,cg17515110,95358742,2
71387,6,57190236,cg11593253,57190237,2
54758,7,149065529,cg08628565,149065530,2
33146,2,149451528,cg05095252,149451529,2
11352,11,64255572,cg01708648,64255573,2
14373,11,46392919,cg02164492,46392920,2
72895,7,100894565,cg11844970,100894566,2
46453,16,571771,cg07256732,571772,2
12015,1,183514970,cg01808708,183514971,2
144610,10,1380670,cg25065716,1380671,2
72136,6,53985531,cg11721349,53985532,2
118190,19,45815895,cg19927816,45815896,2
448,14,49621542,cg00061086,49621543,2
123464,4,2060077,cg20978694,2060078,2
11430,1,16206939,cg01719793,16206940,2
57814,12,125183350,cg09164846,125183351,2
51741,6,26199542,cg08135850,26199543,2
16561,16,2082244,cg02504384,2082245,2
46803,16,1558793,cg07315493,1558794,2
35907,13,43630222,cg05539841,43630223,2
54183,8,142769869,cg08530859,142769870,2
763,1,3775430,cg00105640,3775431,2
63658,13,95677108,cg10177180,95677109,2
9689,5,10649269,cg01446287,10649270,2
78447,11,8811391,cg12865939,8811392,2
22338,15,65805621,cg03382306,65805622,2
103138,1,204686116,cg17112828,204686117,2
20418,17,81911583,cg03077572,81911584,2
117716,3,138950295,cg19851029,138950296,2
138889,19,15457763,cg24002183,15457764,2
72268,14,74480257,cg11740921,74480258,2
83586,8,90645162,cg13750967,90645163,2
148886,4,13522417,cg25913520,13522418,2
66791,7,76327723,cg10738119,76327724,2
14363,10,70404058,cg02162544,70404059,2
84999,17,32142919,cg13960358,32142920,2
29260,5,136080516,cg04481923,136080517,2
51185,17,75261762,cg08049553,75261763,2
107848,17,67244747,cg18013782,67244748,2
57476,1,6306530,cg09106198,6306531,2
156135,10,69087643,cg27208307,69087644,2
47958,18,55780365,cg07519816,55780366,2
91238,22,31346753,cg14957214,31346754,2
54335,5,59894107,cg08554295,59894108,2
117588,17,44759377,cg19826544,44759378,2
776,19,19405213,cg00107603,19405214,2
34983,12,79915227,cg05381383,79915228,2
72175,10,131575099,cg11727031,131575100,2
141870,20,46541855,cg24550212,46541856,2
49771,16,4681717,cg07812289,4681718,2
72818,17,32928617,cg11833861,32928618,2
123715,4,110630831,cg21029045,110630832,2
102007,1,202709961,cg16899351,202709962,2
117416,7,111090749,cg19798735,111090750,2
104008,17,78802121,cg17278466,78802122,2
133597,11,125456074,cg23012054,125456075,2
18369,1,86705268,cg02773758,86705269,2
151227,20,36461435,cg26330133,36461436,2
144219,2,88454964,cg24988817,88454965,2
89216,9,124766219,cg14590644,124766220,2
12210,13,97222279,cg01837275,97222280,2
132295,12,124847637,cg22775642,124847638,2
55508,1,180155404,cg08755040,180155405,2
72375,19,13024700,cg11758861,13024701,2
136167,3,49022054,cg23479905,49022055,2
117595,2,168459981,cg19827712,168459982,2
149727,5,959026,cg26070865,959027,2
32584,11,76799279,cg05002071,76799280,2
42979,15,66294155,cg06731942,66294156,2
2363,1,165630690,cg00348771,165630691,2
43663,17,81917510,cg06831842,81917511,2
85354,2,44802838,cg14014796,44802839,2
147898,7,8437100,cg25708069,8437101,2
51575,6,169639909,cg08112137,169639910,2
35751,3,181726724,cg05513983,181726725,2
131523,12,54015552,cg22621272,54015553,2
22395,1,2922655,cg03389046,2922656,2
41437,5,180620299,cg06485114,180620300,2
23850,10,43323155,cg03611868,43323156,2
40171,17,78502861,cg06255676,78502862,2
3739,10,102056057,cg00546180,102056058,2
36868,2,144491003,cg05704093,144491004,2
57392,15,22714472,cg09090017,22714473,2
91862,7,103284361,cg15066881,103284362,2
16217,1,65309784,cg02457097,65309785,2
150201,19,18173310,cg26152923,18173311,2
116391,1,33181960,cg19623875,33181961,2
16532,5,38402541,cg02499608,38402542,2
70974,4,164977760,cg11512289,164977761,2
143258,17,80023961,cg24805759,80023962,2
18487,16,52548160,cg02793451,52548161,2
124742,19,10320985,cg21223227,10320986,2
74369,1,1141051,cg12097325,1141052,2
94716,20,46895530,cg15624634,46895531,2
100112,16,67896667,cg16566579,67896668,2
86462,9,125887534,cg14185104,125887535,2
3792,5,151082834,cg00554068,151082835,2
115968,17,43211718,cg19548479,43211719,2
146080,6,144007780,cg25350411,144007781,2
44343,14,31881118,cg06932535,31881119,2
91417,1,212515075,cg14988680,212515076,2
163,19,15401739,cg00022594,15401740,2
133285,12,64759461,cg22952678,64759462,2
21861,12,2794397,cg03310242,2794398,2
38,12,76329175,cg00004773,76329176,2
7013,12,122975612,cg01035528,122975613,2
86479,11,56491792,cg14186824,56491793,2
113929,11,75419025,cg19145320,75419026,2
58426,1,22451251,cg09266979,22451252,2
62657,11,46723204,cg10012599,46723205,2
114349,13,57628305,cg19240117,57628306,2
82858,3,127536709,cg13641317,127536710,2
27567,14,23286189,cg04223160,23286190,2
98418,17,39864353,cg16293631,39864354,2
37294,2,74131688,cg05776053,74131689,2
89022,7,101180096,cg14562712,101180097,2
57929,20,56629286,cg09183753,56629287,2
141,7,108385123,cg00019997,108385124,2
93001,10,132865931,cg15286180,132865932,2
40180,17,74893695,cg06257708,74893696,2
203,1,156299257,cg00027466,156299258,2
17617,12,42590312,cg02666504,42590313,2
13272,8,29260397,cg02000775,29260398,2
1738,19,4038853,cg00253971,4038854,2
99161,16,75625986,cg16413445,75625987,2
136596,11,369133,cg23560214,369134,2
49335,12,38202061,cg07735710,38202062,2
120433,22,46364698,cg20376123,46364699,2
54220,10,23439321,cg08536417,23439322,2
48952,11,33015028,cg07675337,33015029,2
33232,17,31314315,cg05109049,31314316,2
19706,14,23570124,cg02972715,23570125,2
62169,16,1066106,cg09922452,1066107,2
133612,14,102231755,cg23015155,102231756,2
21611,17,783305,cg03267742,783306,2
20,1,1333413,cg00002593,1333414,2
95152,11,126283086,cg15699874,126283087,2
28540,2,239009204,cg04365609,239009205,2
8298,6,25652470,cg01230796,25652471,2
89240,19,5720852,cg14594969,5720853,2
148370,6,150005979,cg25797454,150005980,2
7346,1,111476935,cg01083093,111476936,2
1744,1,217137545,cg00255368,217137546,2
50944,2,105241498,cg08008105,105241499,2
27508,2,85516811,cg04213390,85516812,2
83067,5,3346696,cg13671900,3346697,2
93404,17,64496618,cg15378686,64496619,2
56522,6,99613628,cg08933939,99613629,2
61014,12,54053499,cg09720701,54053500,2
49517,15,82648530,cg07769790,82648531,2
29860,4,70197757,cg04570669,70197758,2
66565,13,40653845,cg10696351,40653846,2
50963,17,11558255,cg08012217,11558256,2
30427,18,76491813,cg04663622,76491814,2
39938,17,6558982,cg06213360,6558983,2
5971,19,53648345,cg00886824,53648346,2
107,19,2329228,cg00014272,2329229,2
129582,20,1226038,cg22227354,1226039,2
77135,1,29164412,cg12609322,29164413,2
129933,8,70396162,cg22304838,70396163,2
92530,1,47191181,cg15187606,47191182,2
18622,1,111279872,cg02815538,111279873,2
110892,19,21747189,cg18558143,21747190,2
15584,4,76214033,cg02354107,76214034,2
60945,2,111494677,cg09701880,111494678,2
117468,16,82035375,cg19807685,82035376,2
89081,17,36528839,cg14571537,36528840,2
6047,7,99439133,cg00901683,99439134,2
148192,2,104862198,cg25758217,104862199,2
140589,3,111595339,cg24323726,111595340,2
126433,15,28113156,cg21575005,28113157,2
60793,13,112969530,cg09678836,112969531,2
38833,7,45157730,cg06023349,45157731,2
116998,19,8506188,cg19733847,8506189,2
74776,20,35292392,cg12170299,35292393,2
21432,6,109980276,cg03240726,109980277,2
2584,10,110644622,cg00379708,110644623,2
108226,7,30911877,cg18080604,30911878,2
63401,2,72924328,cg10136354,72924329,2
31170,14,20684576,cg04783966,20684577,2
68174,17,39664242,cg10986043,39664243,2
71304,19,47778501,cg11577646,47778502,2
6379,15,41972510,cg00944808,41972511,2
4454,15,48536812,cg00651497,48536813,2
152593,1,3638474,cg26574621,3638475,2
95170,1,240823598,cg15701713,240823599,2
73899,8,1103157,cg12023271,1103158,2
110026,10,24344374,cg18400281,24344375,2
136546,2,176165443,cg23547017,176165444,2
66260,19,56368000,cg10638415,56368001,2
111888,7,150403697,cg18755230,150403698,2
119453,19,49017673,cg20173259,49017674,2
101084,2,85584298,cg16719560,85584299,2
31678,3,189806681,cg04860563,189806682,2
40521,16,79600686,cg06327596,79600687,2
17884,3,39810440,cg02707264,39810441,2
107249,15,41621545,cg17895157,41621546,2
19714,8,42411209,cg02973843,42411210,2
154244,1,161226103,cg26861593,161226104,2
59109,11,2461171,cg09393494,2461172,2
65411,8,7893682,cg10499879,7893683,2
22208,19,19663691,cg03361557,19663692,2
46377,7,1101705,cg07242429,1101706,2
156936,10,3172358,cg27350398,3172359,2
105831,11,86958113,cg17616305,86958114,2
137673,22,28829791,cg23772226,28829792,2
127153,6,24356850,cg21729798,24356851,2
147313,6,169659177,cg25588120,169659178,2
140558,19,45935349,cg24317955,45935350,2
30181,5,135536115,cg04620091,135536116,2
5119,12,80708344,cg00756032,80708345,2
50948,1,154558206,cg08008562,154558207,2
137206,20,25059176,cg23676480,25059177,2
35750,22,24593281,cg05513908,24593282,2
118056,13,32428460,cg19907326,32428461,2
97020,7,149820430,cg16035735,149820431,2
143710,1,1179703,cg24884961,1179704,2
1423,16,28743389,cg00204512,28743390,2
41318,13,111402079,cg06466459,111402080,2
81042,19,47407323,cg13378934,47407324,2
51997,6,10400542,cg08178786,10400543,2
64327,3,14124827,cg10298173,14124828,2
20421,11,67023567,cg03078043,67023568,2
2962,5,28808930,cg00435576,28808931,2
120988,1,226828026,cg20484086,226828027,2
72593,19,50552104,cg11798360,50552105,2
148209,19,43532863,cg25764190,43532864,2
101191,12,21773590,cg16739441,21773591,2
40763,2,171160909,cg06371280,171160910,2
81885,9,93295522,cg13497926,93295523,2
12510,13,40666624,cg01885050,40666625,2
50951,13,110438395,cg08009184,110438396,2
136477,10,101061795,cg23534216,101061796,2
149695,15,40952655,cg26065841,40952656,2
149125,14,71397039,cg25955565,71397040,2
98887,1,62688133,cg16369786,62688134,2
155189,16,89828900,cg27031117,89828901,2
71658,3,133474897,cg11642298,133474898,2
45558,8,92063854,cg07120544,92063855,2
120982,20,37343256,cg20482274,37343257,2
106638,1,161118133,cg17788480,161118134,2
109207,19,1757700,cg18246368,1757701,2
48694,2,17878238,cg07629187,17878239,2
46422,1,34977238,cg07250355,34977239,2
109523,15,78077873,cg18306477,78077874,2
37282,7,5371357,cg05773645,5371358,2
47684,10,120454439,cg07473138,120454440,2
32171,11,64007941,cg04935121,64007942,2
104222,19,36573478,cg17313483,36573479,2
877,8,26574220,cg00122406,26574221,2
32,17,50835182,cg00003625,50835183,2
83018,5,35046887,cg13663303,35046888,2
77644,1,8212139,cg12700319,8212140,2
53146,15,63504696,cg08354699,63504697,2
123846,19,50518926,cg21055576,50518927,2
50952,17,81832315,cg08009275,81832316,2
